"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(FTM)","Value_OUT(FTM)","CurrentValue @ $2.92/FTM","TxnFee(FTM)","TxnFee(USD)","Historical $Price/FTM","Status","ErrCode","Method"
"0xc7a225d8db62d12c5408147d5a9467ee67f35519ecdfea2b1df67aac7c8d5f0c","4768651","1619827452","2021-05-01 00:04:12","0xd4620056a5b7661c9b1875c2421bc95103a293cd","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","2","0","5.84","0.000139485","0.0004072962","0.81","","","Swap Exact ETH For Tokens",""
"0xbd8d1ceaea9b8b3b19285ebc4b0182c76d483188c1f7b844e6526146cc9c67c1","4768659","1619827458","2021-05-01 00:04:18","0x2e3dab89a118412bd43d24ef8bd7cdeaf0d2d123","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000153557404","0.00044838761968","0.81","","","Swap Exact ETH For Tokens",""
"0xc932db202b88ca0c6e0cc28ee82c19fdb173333901ba35ada7610af63c4b81d2","4768675","1619827471","2021-05-01 00:04:31","0x2e3dab89a118412bd43d24ef8bd7cdeaf0d2d123","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000153490337","0.00044819178404","0.81","","","Swap Exact ETH For Tokens",""
"0xa5f8585c6ad485efb4dffd2a0501cff0c4f207443374d34298cf7fb343534288","4768694","1619827485","2021-05-01 00:04:45","0x2e3dab89a118412bd43d24ef8bd7cdeaf0d2d123","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000154452298","0.00045100071016","0.81","","","Swap Exact ETH For Tokens",""
"0x7674d52324b5c710f65b6d58ebc1b99ddc0359396199529c7705686c60054a61","4768703","1619827491","2021-05-01 00:04:51","0x984c5d268b220784e87fbe8edbb5c6b9f7ba9fc4","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","8000","0","23360","0.00024439","0.0007136188","0.81","","","Swap Exact ETH For Tokens",""
"0xcef14955a35a1052ee339a2602ecfff3fc51a6a8ce259a40632e65595c23a6ed","4768708","1619827495","2021-05-01 00:04:55","0x66a575bdf915a95b4c70a40bbad84d7ca9463db6","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","3","0","8.76","0.000257393","0.00075158756","0.81","","","Swap Exact ETH For Tokens",""
"0x99e6cfd839f7e79d613255d0531224d20ea5c63ed816757915e04c57c468fff3","4768712","1619827497","2021-05-01 00:04:57","0xdf7c7c18cff4c6fbb2ad1a6f4454c665600727ff","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000261872","0.00076466624","0.81","","","Swap Exact Tokens For Tokens",""
"0xea626c7ee29f598e36ae18573878a7d6c246247e453d9f34da7fb70f1672f92a","4768713","1619827499","2021-05-01 00:04:59","0x2e3dab89a118412bd43d24ef8bd7cdeaf0d2d123","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.00015351336","0.0004482590112","0.81","","","Swap Exact ETH For Tokens",""
"0x97cba1da92b7b3ca475dc7131489fa7b133e4a4941359ac5a197c9d9c0fc5fef","4768715","1619827500","2021-05-01 00:05:00","0xdf7c7c18cff4c6fbb2ad1a6f4454c665600727ff","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000060548","0.00017680016","0.81","Error(0)","Reverted","Swap Exact Tokens For Tokens",""
"0xf756c62ff956ac0fd5a0348370a5e6f5f478e403df52624e7a608812e6697710","4768733","1619827512","2021-05-01 00:05:12","0x2e3dab89a118412bd43d24ef8bd7cdeaf0d2d123","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000154653499","0.00045158821708","0.81","","","Swap Exact ETH For Tokens",""
"0xb986be96536f501d5a5a1216dbf244cd81d27c2929d74021864189e2d9844eea","4768757","1619827528","2021-05-01 00:05:28","0x7777c7f522e351cafe9f6be23e573df6ced241f6","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000240834594","0.00070323701448","0.81","","","Add Liquidity",""
